Compound Name,Compound Class,Chromatography - ion mode,Compound Name Leg,Formula,Mass,RT,CAS ID,blank-1,blank-2,blank-3,P H-433,P H-457,P H-458,P H-459,P H-460,P H-461,P H-462,P H-463,P H-464,P H-466,P H-467,P H-468,P H-469 -1,P H-469 -2 ,P H-470,P H-471,P H-472,P H-473,P H-474,P H-475,P H-476,P H-477,P H-478,P H-479,P H-480,P H-481,P H-482,P H-483,P H-484,P H-485,P H-486,P H-487,P H-488,P H-489,P H-490,P H-491,P H-492,P H-495,P H-496,P H-497,P H-498,P H-499,P H-501,P H-502,P H-504,P H-505,P H-506,P H-507,P H-509,P H-510,P H-511,P H-512,P H-513,P H-514,P H-515,P H-516,QC-P pool-1,QC-P pool-2,QC-P pool-3,QC-P pool-4,QC-P pool-5,QC-P pool-6
PC 17:1_18:2@16.768,Phosphatidylcholine,HSSpos,HSSpos_PC 17:1_18:2@16.768,C43H80NO8P,769.562156,16.77,,8393,7610,4266,6883664,4794338,7324310,8199391,7922183,9666365,8304028,8004074,9989321,7282402,6644039,10864006,11188050,5886039,6121317,7226781,8401027,8914486,8548353,7295358,8331198,7352567,8224308,9259711,7801275,9856794,5884130,6744895,9008799,9325931,8643936,1230587,5507969,7499537,8089336,7919017,7092314,9012080,7938809,8637362,7935361,10034203,5786184,10680664,8517816,7043818,8189008,7768315,7687728,7465050,7680646,11672507,11016231,5706529,6730701,13519960,8367418,8005572,8011559,7499084,8244895,8240618
PC 17:0_20:4@17.708,Phosphatidylcholine,HSSpos,HSSpos_PC 17:0_20:4@17.708,C45H82NO8P,795.577806,17.48,,8984,12249,580,25920230,21546768,54110408,25371608,31509318,33177068,38897696,36392056,26397912,33485322,24085452,40549040,65418444,41366760,29156314,41781032,32770440,33902864,62519692,51405836,39548788,30760308,37500516,33401534,31006582,46622460,43017464,19648992,28648600,31907478,34626020,41262980,23605850,20483728,34526124,35158604,26795672,40126224,28477188,33091064,49769936,37071180,35995420,47349416,29001554,38510892,35462016,52477280,38757384,29914016,27893172,59248796,46336892,30479488,28994944,49469584,35973012,35899928,36676524,37270680,38547680,38124108
PC 17:0_20:5@16.478,Phosphatidylcholine,HSSpos,HSSpos_PC 17:0_20:5@16.478,C45H80NO8P,793.562156,16.46,,18181,7409,5659,3711642,3715631,4348045,6133183,5252030,8562444,8351621,6630277,7197823,5876562,6088645,8968230,12070121,3849787,2198536,4972658,7141245,7824147,6218375,5847665,8771477,7187075,5876783,5754179,7234852,5987676,4902834,5065782,6003368,6473640,8934703,1793139,2966025,5936770,6842031,6752881,5770644,7417350,7287424,11158317,7082537,11090006,4087149,8710844,6913533,5932346,6979196,6908819,5029680,4611833,5111447,7158171,9515324,3128861,5856809,11529819,6766173,6509460,6579349,5249136,6626365,6646752
PC 38:7@15.26,Phosphatidylcholine,HSSpos,HSSpos_PC 38:7@15.26,C46H78NO8P,803.546506,15.17,,8103,3029,2724,2816725,2381912,2710852,5375381,2957948,7175893,6737972,6512563,7103759,3758905,5025736,7427501,9930351,3178234,1165248,2831093,5712065,7406396,4344470,3116137,8086693,7367976,5130950,4659206,5882437,3692156,3386610,4182528,4854890,3925641,9090003,836147,1570065,5856229,5427828,4138905,5788757,7807060,5038176,12530422,4593796,10650905,2448721,8797171,4664662,5996785,8443854,4501879,2446015,3144953,2578235,6102174,8035965,1163077,3415960,10710374,5041362,4932866,5142818,6250325,5514096,5474936
PC 18:0_20:4@20.011,Phosphatidylcholine,HSSpos,HSSpos_PC 18:0_20:4@20.011,C46H84NO8P,809.593456,19.99,,73858,46746,4725,27496864,24834092,29067058,27995012,32625754,25133346,35856172,26603116,37433492,22285738,26195888,25866852,44660476,36610548,17501442,21897742,26912112,28678380,30546712,26204084,30618334,31529822,31676596,26090204,27594220,26058480,29738926,26497086,34437368,26665374,35683072,21050224,19297428,28921174,27105436,27566322,31373734,29992766,24918710,32423664,27353184,36653772,22733656,34379056,29294622,33768008,35699212,31519764,31831754,26838424,24406920,27679516,33939148,20071094,23928460,47440032,32159332,29948452,30124612,31046580,32035524,30231960
PC 15:0_18:1@17.747,Phosphatidylcholine,HSSpos,HSSpos_PC 15:0_18:1@17.747,C41H80NO8P,745.562156,17.71,,20250,13933,7052,7283540,6626721,9580704,14473164,9037344,14807205,11056307,13031696,13906699,9734889,8700596,20103520,15831065,7392974,5034621,7487255,12931978,12630621,11145749,9167953,14134260,11914441,12486050,15821346,12486768,7684845,7901629,11079162,15815349,13502268,12898320,1878140,4312879,15026337,10550391,10355431,11212900,14189485,12757826,15445500,9242884,15809327,6108117,14057342,14463015,7606898,10203193,9340717,7137167,11709176,11717081,12061326,23194232,5029255,10077665,19757346,11547994,11302088,11640295,11841664,12116239,12207454
PC 15:0_22:6@15.854,Phosphatidylcholine,HSSpos,HSSpos_PC 15:0_22:6@15.854,C45H78NO8P,791.546506,15.82,,5558,4934,7301,3227407,2341500,9484965,2870485,4853420,2399482,3905207,4081963,2871867,2276737,2526148,3986021,8550888,5736310,4816447,5844258,3436094,3935378,9706386,6002220,2972630,3349119,4622812,5748323,2732047,4331241,5110085,1901849,3918661,3019112,3752878,3748672,3434188,2820976,3208065,3326226,3894183,5196006,2404475,3833238,5066032,4453131,3319529,6721589,4200530,5084726,4503550,5543907,5645628,4779712,2731570,8312900,6149652,4120199,3458008,6766700,4360944,4165858,4466726,4413818,4673535,4591402
PC 17:0_20:3@18.208,Phosphatidylcholine,HSSpos,HSSpos_PC 17:0_20:3@18.208,C45H84NO8P,797.593456,18.17,,13129,1147,2097,4002532,3251605,6174206,3948245,5132272,5558810,6722645,5154441,5649697,4803062,4063953,6174393,11741161,5122715,3286524,4474044,5831165,5145436,7411369,6721460,6595421,4937683,5924762,5415916,5491606,5899180,4916792,3967048,4673220,5162175,6108739,1273656,2968307,3592263,5138242,5773095,4571724,5860865,5041511,5465377,5398672,5857984,5058507,8279717,4374587,5207133,5755933,6778260,5934582,4445265,4141320,7532506,7832262,3069751,4597164,9587662,5849068,4977295,5593105,5352860,5654365,5640593
PC 15:0_20:4@16.196,Phosphatidylcholine,HSSpos,HSSpos_PC 15:0_20:4@16.196,C43H78NO8P,767.546506,16.16,,4013,16425,18089,2192453,1802784,6050786,2176721,2802195,2129842,2803592,2444118,2296077,2035008,1895205,3137627,4102754,3822752,2469554,3303861,2779359,2797425,5709290,3902320,2560682,2112182,3321629,3171079,2574877,2774317,3874261,1573301,2593731,2220824,2495421,2478267,1897592,2121681,2339959,2668100,2742601,3701073,2048082,2714231,3282336,3021389,2144240,3906077,3088548,2805535,2838043,3497559,2565984,2731401,2243309,4169376,3760103,2397935,2403048,3893978,2930199,2791723,2937828,2798434,2950180,3019526
PC 38:7@15.677,Phosphatidylcholine,HSSpos,HSSpos_PC 38:7@15.677,C46H78NO8P,803.546506,15.64,,14753,11320,6075,1133644,2236653,4012281,4219428,3315125,2833910,3686613,5425275,3770572,3650267,2811683,4252689,10954533,5893618,1971213,3065968,4480085,5034617,5408289,4144287,4689906,3699023,4574961,3884283,3970959,3110129,3908227,3664408,3716808,3375229,5109341,7006721,2020429,4589693,3764268,2531605,4617001,5442665,4190208,7287386,3884248,5856957,4132007,7665650,4870605,5622166,6098452,3834416,5298525,3123357,3194639,4618943,5445009,1321274,2322319,9322060,3802822,3643610,4024887,3188492,4457029,3625116
PC 19:0_20:4@18.985,Phosphatidylcholine,HSSpos,HSSpos_PC 19:0_20:4@18.985,C47H86NO8P,823.609106,18.88,,33586,14215,16620,5850303,6409934,15785211,6503392,9315898,8652701,11735973,11079554,8682163,9399873,6509376,10211016,17403146,11200637,10269067,7937170,8333036,11810366,15677172,13842468,10860537,8754484,9554428,9825959,6526112,13413506,9017683,5848493,10326109,7035275,10731409,10926729,6958832,5370849,8998759,9802537,6985562,10979372,5636298,8009227,8640525,9699747,9787583,12527201,8004940,8387750,9033944,13099693,10959907,10853613,7233282,19110856,12948010,7862547,8128932,16160342,10045500,9573280,9983526,10057105,10528299,10422577
PC 14:0_18:2@15.839,Phosphatidylcholine,HSSpos,HSSpos_PC 14:0_18:2@15.839,C40H76NO8P,729.530856,15.82,,23795,21370,16440,5163504,3253222,4090326,8148167,5899458,7028376,7390440,5412357,7875509,6435418,6086318,8249140,14404520,5443274,2762899,4949477,10147818,7653490,8312022,6578462,7147994,6975012,8638784,8146481,8599411,5138108,4732832,5442238,9349788,7617143,6988093,700905,2188119,7155824,6388421,5242675,5721897,11084955,8216930,11434301,6835802,11823678,4319482,10705095,5415876,5673986,8428244,7130737,3725078,5849420,5567707,7798465,14337051,2779723,4998857,18974542,7218510,6967478,7197202,7169745,7635881,7363343
PC 20:4_22:6@15.203,Phosphatidylcholine,HSSpos,HSSpos_PC 20:4_22:6@15.203,C50H80NO8P,853.562156,15.16,,9342,10470,8465,2442338,2907855,4772781,4760237,2016377,4852416,6030257,4726346,4259748,2689445,2238896,6195294,3960722,2173765,2404313,2083776,2066217,4182462,3326859,3141981,5759151,3793136,3360175,3298246,3970884,5219487,5415861,2366758,3200639,2717364,7419695,1623751,1300988,3226121,3167161,3856721,2559371,3572108,2679010,7476675,3540163,5950783,1767962,3254495,5937329,5175322,4873256,2897659,2160768,3578043,3363911,4974439,3683743,1554807,2610374,3628512,3722075,3607908,3782043,3908855,3834752,3594281
PC 16:1_18:2@16.756,Phosphatidylcholine,HSSpos,HSSpos_PC 16:1_18:2@16.756,C42H78NO8P,755.546506,16.73,,1299,2681,6336,3285127,3360013,2879992,5834552,3912623,5721252,3959670,4322136,6146692,4563874,4602284,6041147,4945126,3297679,2500164,3694903,4797176,4845781,3741824,3507614,4321738,4278707,4885934,4953300,4213429,3510029,3037037,4989218,5259358,5931295,4792959,1483523,2755581,4776564,4439520,3784351,3890643,5202364,5793436,5192458,4037557,6625050,3153888,5360230,5593115,3512551,4231524,3488160,3984683,4594380,5163253,4806279,7273145,2807891,3505644,6657239,4547380,4302873,4353527,4908834,4614631,4636016
PC 36:4@18.414,Phosphatidylcholine,HSSpos,HSSpos_PC 36:4@18.414,C44H80NO8P,781.562156,18.42,,53706,9205,5674,9497611,9481615,6681036,10941583,7030011,10901529,8172280,9905115,8716861,10872947,11569910,10488680,4637637,6668091,6751777,7864370,8847065,9715710,6871151,8058339,10127359,9466194,8277564,9668488,9844648,7480620,8383577,11292047,9618749,10918447,8312118,5134931,5953466,10518656,10741018,8530900,9312713,9849577,11791440,8822197,9853153,9861588,9903397,8775129,9679949,7769187,7536135,8127688,6073369,8648054,10504241,6455360,8994352,6256101,10439344,5633620,9293312,8739105,9053299,9263978,9695700,9402646
PC 18:0_22:5@19.006,Phosphatidylcholine,HSSpos,HSSpos_PC 18:0_22:5@19.006,C48H86NO8P,835.609106,18.9,,37691,15705,1389,14804720,19821908,17932430,16671221,23493962,15983816,22769972,17052292,25257196,14922335,15587433,17049154,32155908,23108026,10350440,14435480,19676150,18057296,23693202,18483962,21425942,18364330,21955896,17078952,16135667,14902969,21122060,16372301,17879288,15091181,23349302,23780844,14711067,16767802,15405888,19348318,20273824,17550662,14517289,20999408,17485356,19840446,14214355,22641968,24627962,24751452,23381792,21738818,19096430,16270381,12902428,15278269,21379228,12328258,15017987,31701724,19234282,18274642,19121912,19550634,19841940,19650698
PC 39:5@17.897,Phosphatidylcholine,HSSpos,HSSpos_PC 39:5@17.897,C47H84NO8P,821.593456,17.93,,24312,10728,11619,5496957,5947077,8550509,6958261,9734414,8816966,10821156,9854509,9893409,7798160,7145740,10434743,18628292,7908493,4482387,6782330,8924557,10109645,11252094,9327100,11112111,9071645,9162005,8099978,7643613,8540558,7785558,6422429,8210066,7679702,11190398,4906093,4784355,7316927,8068493,9123396,7871361,9418034,8160599,10804861,9490953,11255610,6910911,13423523,9680157,9524805,10093884,10663911,8803436,6633379,5988463,10787840,13955017,4943117,8371762,16947998,8840443,8938621,9128523,9178681,9539287,9372616
PC 19:0_22:6@18.465,Phosphatidylcholine,HSSpos,HSSpos_PC 19:0_22:6@18.465,C49H86NO8P,847.609106,18.42,,9234,9211,6712,1791403,2189470,5414762,1454670,3331520,1769746,3322644,5284469,2119559,2780170,1848411,3576573,5909393,3587796,4130565,2832712,2012511,3826743,5249598,4490150,2455319,2322711,2377842,4044604,1312850,4216056,2741231,1336454,3102012,2005139,2663019,5919401,3207050,1619906,2582489,3077308,2257824,3690291,1231960,1844752,2380633,2192199,3511491,3753148,3475367,2660416,2431622,4170287,6126843,4930427,1866866,6714955,3803297,3245284,2704820,4505004,3294218,3226735,3201992,3089188,3436574,3305266
PC 18:2_22:5@16.145,Phosphatidylcholine,HSSpos,HSSpos_PC 18:2_22:5@16.145,C48H82NO8P,831.577806,16.13,,10439,8722,6189,3847354,4451095,4907203,5585291,5856696,5696153,7303505,4722797,7088333,4390315,5494385,5217376,8663950,4655046,3311162,3675028,6736015,6404600,4840879,4798570,7391971,5811398,5620727,4167683,6597938,6080750,6310001,5360533,4794289,4574467,8256132,2220082,2965521,6105129,4605431,5279268,5114070,5714260,5874439,9106557,6315963,7320767,3877834,7325639,5406164,8057873,8358347,5380078,4169364,3222289,4003694,4560782,6470313,2730919,4807181,8081957,5748136,5620601,5699519,5025450,5583638,5754216
PC 14:0_16:0@16.791,Phosphatidylcholine,HSSpos,HSSpos_PC 14:0_16:0@16.791,C38H76NO8P,705.530856,16.77,,3958,2491,1985,1717969,2044408,1650419,3437725,1929342,3014106,2342940,2659752,2650570,3043587,2396909,3016941,3209897,2056993,1132070,2381847,2632418,2100979,2427318,1970078,2849204,2697257,3077150,2622405,3551768,2049139,1551337,2565567,3237171,3187638,2633412,651741,1230149,2615988,2143902,2174438,2390083,2879414,2892789,2624575,1486901,2868452,1868219,2652141,2535686,1759515,2407830,1938700,1717583,2305225,3287741,2731389,4209918,1767390,1932309,3689649,2811748,2434649,2439160,2315381,2570568,2497706
PC 18:0_22:4@19.594,Phosphatidylcholine,HSSpos,HSSpos_PC 18:0_22:4@19.594,C48H88NO8P,837.624756,19.54,,36836,13713,10758,6313700,8520253,9296889,8974118,10694601,9565570,12378109,9503033,13913201,7674413,6974078,9681809,16403576,9222806,5164014,5990692,10266205,9909427,11570650,9412708,13028955,9684116,11793690,9414914,8844814,9306173,9050714,8977850,10602772,7400717,12299750,6212545,4656138,8232977,7764946,9616643,10340163,9660825,7791117,11498842,7288759,11293012,6919515,11034560,12391672,11541569,11810147,10685194,8336942,8554093,7108346,10144907,11269486,4716041,7232197,17019182,9549489,9531619,9708459,9962752,10219809,10001198
PC 14:0_22:6@15.02,Phosphatidylcholine,HSSpos,HSSpos_PC 14:0_22:6@15.02,C44H76NO8P,777.530856,14.97,,4967,6816,3039,1530835,999563,1390323,2219817,1663443,2341206,3172977,1719031,2349354,1597668,2380137,2194485,4877134,1890327,728340,1667990,3104900,2572795,2644625,2455834,2948241,2678626,2266785,1899022,2913367,1744254,1788872,1719417,2242149,1924814,3421676,501160,683667,2614608,2372541,1915747,2357477,3475909,2531970,5011765,2293448,4578999,1419628,4322099,1788988,2748894,3596752,2587241,1128247,1524988,1249257,2309768,3013498,607048,1655601,5074750,2328790,2305541,2332158,2376431,2515148,2470354
PC 18:1@2.075,Phosphatidylcholine,HSSpos,HSSpos_PC 18:1@2.075,C26H50NO8P,535.327405,2.05,,438839,455955,393128,574305,1164891,745707,1827238,581382,1919702,707962,952878,684806,1817579,367905,1162563,678910,1186292,276050,996474,822777,460933,862372,451391,852675,1649271,475832,1230922,963380,392794,382943,893145,1302487,1194876,740965,491872,915714,369330,358184,1439603,441396,1077771,1078344,532416,886393,714222,325313,492136,1093408,393705,485932,376073,499526,836523,1009563,1920006,707837,876050,1039262,1159580,871955,921255,967965,807186,956687,1008217
PC 20:2_22:6@16.851,Phosphatidylcholine,HSSpos,HSSpos_PC 20:2_22:6@16.851,C50H84NO8P,857.593456,16.8,,4844,4782,4117,767223,729808,1553739,1017592,1587798,1180612,1449812,1407629,1385286,857416,941051,1163327,2761655,1415868,1190726,1050842,1007174,1495599,1463424,1222561,1129991,1017778,1021229,1275907,1009505,1429496,1141587,869375,1123849,1012855,1609580,732198,1868481,851566,889853,1079000,1077272,1310335,884128,1537371,1149561,1378309,877752,1716703,1092092,1836499,1611597,1298212,2520293,1164831,943068,1811207,1097280,1132662,884592,2287755,1328873,1318719,1228503,1085530,1258414,1261365
PC 22:5@2.107,Phosphatidylcholine,HSSpos,HSSpos_PC 22:5@2.107,C30H50NO8P,583.327405,2.14,,256065,317250,347591,140205,474090,251951,775514,279262,673710,327470,513427,179002,5548105,115493,265695,1014083,840528,62138,528990,355114,124359,863501,179267,2791737,1495189,332718,498032,4494231,62443,156997,329414,582083,536338,872803,595732,426648,102010,142804,659997,322474,529394,557695,363742,397033,530065,94697,621010,629233,483529,634383,89052,134156,438380,312716,1860721,439383,259705,574056,609651,692881,678456,765639,313386,722176,757674
PC 20:1_22:6@18.077,Phosphatidylcholine,HSSpos,HSSpos_PC 20:1_22:6@18.077,C50H86NO8P,859.609106,18.02,,4674,3314,3280,846015,871912,1494739,727598,1578089,896390,1737190,1980457,1476392,1098231,974990,953560,4908909,1939183,945007,1190369,1237620,1240252,1703627,1680597,1313614,1200096,1082647,1065350,1218135,1192258,1261430,807996,1233478,1095478,1394395,1161495,1680991,1000440,1010949,1288068,1718110,1435843,1101297,1539967,1070158,1294251,1513059,2525115,999352,2450265,2031743,1881898,2883032,1097988,689638,1626029,1044782,1036849,1116421,3712500,1487935,1388596,1404974,1409497,1526190,1461651
PC 42:5@19.83,Phosphatidylcholine,HSSpos,HSSpos_PC 42:5@19.83,C50H90NO8P,863.640406,19.78,,21340,12077,6526,3450361,3905515,4628426,4584454,6488535,3408962,5997659,2575574,7912472,3432060,4388291,2354562,9794126,3743834,2738068,2274743,5595015,5696991,7959206,4372713,5211378,4775792,7102376,3845024,4037679,4277483,4739664,4950163,4835934,3761720,5047079,1294479,1565143,3149201,4273154,6228346,6245722,3396111,4037906,5652678,3702004,7014342,3312406,5634806,3413981,5646681,5972327,5229381,3022246,3150242,3454176,2812905,3861411,1340863,3605900,8716324,4636002,4555527,4567960,4715410,5082837,4591275
PC 19:0_20:5@19.52,Phosphatidylcholine,HSSpos,HSSpos_PC 19:0_20:5@19.52,C47H84NO8P,821.593456,19.51,,20882,26760,11656,4890429,4917727,6785123,5892653,5770098,6373520,6877820,6538912,6402262,5604910,5448055,6380200,8248009,5822772,6647097,5714645,5310315,7237962,7830525,6935154,6995939,6546581,6680356,7243357,5441890,7801038,5635657,5167834,6929118,5751455,6696183,3402414,4448458,4624828,6449465,6381835,5518768,6567502,5314346,5717995,4749103,6881966,6463956,6559841,5681610,5606184,6178116,7358080,6665341,6556318,6034718,9131583,8619036,5288525,6086804,8252185,6090830,6410849,6345074,6465445,6900571,6649693
